"Calling_Number";"Calling_IMEI";"Date";"Heure";"Type";"Duration";"Called_Number";"Called_IMEI";"Forward_Number";"End Time"
"4RU8623UR25";;24/03/2017;19:14:38;"Incoming Call";"00:00:36";"4RU8UU64IUU";;;
"4RU8623UR25";;24/03/2017;19:14:38;"Incoming Call";"00:00:36";"4RU8UU64IUU";"35384RI88R5889I";;24.03.2017 19:15:14
"4RU8UU64IUU";;24/03/2017;19:29:47;"Outgoing Call";"00:00:10";"4RU659U29R2";;;
"4RU8UU64IUU";"35384RI88R5889I";24/03/2017;19:29:47;"Outgoing Call";"00:00:10";"4RU659U29R2";;;24.03.2017 19:29:57
"4RU8UU64IUU";"35384RI88R5889I";24/03/2017;19:30:17;"Outgoing Call";"00:00:00";"4RU659U29R2";;;24.03.2017 19:30:17
"4RU8UU64IUU";;24/03/2017;19:31:27;"Outgoing Call";"00:01:19";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";24/03/2017;19:31:27;"Outgoing Call";"00:01:19";"4RU64R48IR5";;;24.03.2017 19:32:46
"4RU64I8I242";"353R2RIU44R94RI";24/03/2017;19:31:31;"Outgoing Call";"00:03:32";"4RU62R64663";;"4RU62R64663";24.03.2017 19:35:03
"4RU659U29R2";;24/03/2017;19:33:20;"Incoming Call";"00:01:41";"4RU8UU64IUU";;;
"4RU659U29R2";;24/03/2017;19:33:20;"Incoming Call";"00:01:41";"4RU8UU64IUU";"35384RI88R5889I";;24.03.2017 19:35:01
"4RU6UIU98I4";;24/03/2017;19:33:53;"Forward";"00:00:08";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU6UIU98I4";;24/03/2017;19:33:53;"Incoming Call";"00:00:08";"4RU8UU64IUU";;;
"4RU64I8I242";"353R2RIU44R94RI";24/03/2017;19:35:27;"Outgoing Call";"00:00:03";"4RU9835RI39";;"4RU9835RI39";24.03.2017 19:35:30
"4RU6UIU98I4";;24/03/2017;19:39:45;"Incoming Call";"00:00:33";"4RU8UU64IUU";"35384RI88R5889I";;24.03.2017 19:40:18
"4RU8UU64IUU";"35384RI88R5889I";24/03/2017;19:44:42;"Outgoing Call";"00:02:02";"4RU68I2UIR3";;;24.03.2017 19:46:44
"4RU64I8I242";"353R2RIU44R94RI";24/03/2017;19:50:04;"Outgoing Call";"00:02:35";"4RU9835RI39";;"4RU9835RI39";24.03.2017 19:52:39
"4RU8623UR25";;24/03/2017;19:50:04;"Incoming Call";"00:00:19";"4RU8UU64IUU";;;
"4RU8623UR25";;24/03/2017;19:50:04;"Incoming Call";"00:00:19";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";24/03/2017;19:51:25;"Outgoing Call";"00:00:14";"4RU6UU6U223";;;
"4RU8UU64IUU";"35384RI88R5889I";24/03/2017;19:57:45;"Outgoing Call";"00:01:43";"4RU89IIII66";;;
"4RU8U338494";"352I53I6I32R6U2";24/03/2017;20:09:20;"Outgoing Call";"00:04:30";"4RU889R29R9";;"4RU889R29R9";24.03.2017 20:13:50
"4RU8U338494";"352I53I6I32R6U23";24/03/2017;20:21:36;"Outgoing SMS";"00:00:00";"4RU9835RI39";;"4RU6598III3";
"4RU8623UR25";;24/03/2017;20:27:22;"Incoming Call";"00:00:15";"4RU8UU64IUU";;;
"4RU8623UR25";;24/03/2017;20:27:22;"Incoming Call";"00:00:15";"4RU8UU64IUU";"35384RI88R5889I";;24.03.2017 20:27:37
"4RU9UUI3248";;24/03/2017;20:38:38;"Incoming Call";"00:02:23";"4RU64I8I242";"353R2RIU44R94RI";"4RU64I8I242";24.03.2017 20:41:01
"4RU6UIU98I4";;24/03/2017;20:42:29;"Incoming Call";"00:00:54";"4RU8UU64IUU";"35384RI88R5889I";;24.03.2017 20:43:23
"4RU8UU64IUU";;24/03/2017;20:47:43;"Incoming Call";"00:00:29";"4RU64I8I242";"353R2RIU44R94RI";"4RU64I8I242";24.03.2017 20:48:12
"4RU8UU64IUU";"35384RI88R5889I";24/03/2017;20:47:43;"Outgoing Call";"00:00:28";"4RU64I8I242";;;24.03.2017 20:48:11
"4RU64R48IR5";;24/03/2017;21:00:44;"Incoming Call";"00:00:12";"4RU8UU64IUU";;;
"4RU64R48IR5";;24/03/2017;21:00:44;"Incoming Call";"00:00:12";"4RU8UU64IUU";"35384RI88R5889I";;24.03.2017 21:00:56
"4RU8UU64IUU";;24/03/2017;21:16:59;"Outgoing Call";"00:00:14";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";24/03/2017;21:16:59;"Outgoing Call";"00:00:14";"4RU64R48IR5";;;24.03.2017 21:17:13
"4RU64I8I242";"353R2RIU44R94RI";24/03/2017;21:22:34;"Outgoing Call";"00:00:16";"4RU8UU64IUU";;"4RU8UU64IUU";24.03.2017 21:22:50
"4RU64I8I242";;24/03/2017;21:22:34;"Incoming Call";"00:00:15";"4RU8UU64IUU";;;
"4RU64I8I242";;24/03/2017;21:22:34;"Incoming Call";"00:00:15";"4RU8UU64IUU";"35384RI88R5889I";;24.03.2017 21:22:49
"4RU64I8I242";"353R2RIU44R94RI";24/03/2017;21:38:20;"Outgoing Call";"00:00:06";"4RU8UU64IUU";;"4RU8UU64IUU";24.03.2017 21:38:26
"4RU64I8I242";;24/03/2017;21:38:20;"Incoming Call";"00:00:05";"4RU8UU64IUU";;;
"4RU64I8I242";;24/03/2017;21:38:20;"Incoming Call";"00:00:05";"4RU8UU64IUU";"35384RI88R5889I";;24.03.2017 21:38:25
"4RU8U93I838";;24/03/2017;21:44:15;"Incoming Call";"00:03:51";"4RU64I8I242";"353R2RIU44R94RI";"4RU64I8I242";24.03.2017 21:48:06
"4RU64I8I242";"353R2RIU44R94RI";24/03/2017;22:09:57;"Outgoing Call";"00:01:11";"4RU65852225";;"4RU65852225";24.03.2017 22:11:08
"4RU8UU64IUU";"35384RI88R5889I";24/03/2017;22:23:07;"Outgoing Call";"00:00:19";"4RU6UIU98I4";;;24.03.2017 22:23:26
"4RU8U93I838";;24/03/2017;22:32:23;"Incoming Call";"00:04:50";"4RU64I8I242";"353R2RIU44R94RI";"4RU64I8I242";24.03.2017 22:37:13
"4RU86833R44";;24/03/2017;22:49:32;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RI";"4RU893RII99";
"4RU64I8I242";"353R2RIU44R94RIR";24/03/2017;22:58:00;"Outgoing SMS";"00:00:00";"4RU86833R44";;"4RU6598III6";
"4RU86833R44";;24/03/2017;22:58:59;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RI";"4RU893RII99";
"4RU64I8I242";"353R2RIU44R94RIR";24/03/2017;23:00:01;"Outgoing SMS";"00:00:00";"4RU86833R44";;"4RU6598III6";
"4RU86833R44";;24/03/2017;23:00:39;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RI";"4RU893RII99";
"4RU86833R44";;24/03/2017;23:00:56;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RI";"4RU893RII99";
"4RU64I8I242";"353R2RIU44R94RIR";24/03/2017;23:01:08;"Outgoing SMS";"00:00:00";"4RU86833R44";;"4RU6598III6";
"4RU86833R44";;24/03/2017;23:01:20;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RI";"4RU893RII99";
"4RU64I8I242";"353R2RIU44R94RIR";24/03/2017;23:01:37;"Outgoing SMS";"00:00:00";"4RU86833R44";;"4RU6598III6";
"4RU86833R44";;24/03/2017;23:02:09;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RI";"4RU893RII99";
"4RU64I8I242";"353R2RIU44R94RIR";24/03/2017;23:02:30;"Outgoing SMS";"00:00:00";"4RU86833R44";;"4RU6598III6";
"4RU64I8I242";"353R2RIU44R94RIR";24/03/2017;23:02:35;"Outgoing SMS";"00:00:00";"4RU86833R44";;"4RU6598III6";
"4RU86833R44";;24/03/2017;23:05:35;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RI";"4RU893RII99";
"4RU64I8I242";"353R2RIU44R94RIR";24/03/2017;23:05:58;"Outgoing SMS";"00:00:00";"4RU86833R44";;"4RU6598III6";
"4RU86833R44";;24/03/2017;23:09:12;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RI";"4RU893RII99";
"4RU8UU64IUU";;25/03/2017;00:05:19;"Outgoing Call";"00:00:30";"4RU659U29R2";;;
"4RU8UU64IUU";"35384RI88R5889I";25/03/2017;00:05:20;"Outgoing Call";"00:00:30";"4RU659U29R2";;;25.03.2017 00:05:50
"4RU86833R44";;25/03/2017;01:54:39;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RI";"4RU893RII99";
"4RU64I8I242";"353R2RIU44R94RIR";25/03/2017;04:43:39;"Outgoing SMS";"00:00:00";"38R6282443U4";;"4RU6598III6";
"4RU8UU64IUU";;25/03/2017;07:24:55;"Outgoing Call";"00:00:17";"4RU659U29R2";;;
"4RU8UU64IUU";"35384RI88R5889I";25/03/2017;07:24:55;"Outgoing Call";"00:00:17";"4RU659U29R2";;;25.03.2017 07:25:12
"4RU64I8I242";;25/03/2017;07:27:03;"Incoming MMS";"00:00:00";"38R6282443U4";;"38R6282443U4";
"4RU64I8I242";"353R2RIU44R94RI";25/03/2017;09:44:31;"Outgoing Call";"00:00:43";"4RU9UU692RU";;"4RU9UU692RU";25.03.2017 09:45:14
"4RU64I8I242";"353R2RIU44R94RI";25/03/2017;09:46:05;"Outgoing Call";"00:00:30";"4RU62R64663";;"4RU62R64663";25.03.2017 09:46:35
"4RU64R48IR5";;25/03/2017;11:15:57;"Incoming Call";"00:00:50";"4RU8UU64IUU";;;
"4RU64R48IR5";;25/03/2017;11:15:57;"Incoming Call";"00:00:50";"4RU8UU64IUU";"35384RI88R5889I";;25.03.2017 11:16:47
"4RU8UU64IUU";;25/03/2017;12:41:14;"Outgoing Call";"00:06:13";"4RU8623UR25";;;
"4RU8UU64IUU";"35384RI88R5889I";25/03/2017;12:41:14;"Outgoing Call";"00:06:13";"4RU8623UR25";;;
"4RU659U29R2";;25/03/2017;12:45:24;"Forward";"00:00:07";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU659U29R2";;25/03/2017;12:45:24;"Incoming Call";"00:00:07";"4RU8UU64IUU";;;
"4RU659U29R2";;25/03/2017;12:48:33;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"IU95553344";;25/03/2017;13:37:33;"Incoming Call";"00:00:21";"4RU8UU64IUU";;;
"IU95553344";;25/03/2017;13:37:33;"Incoming Call";"00:00:21";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8695R958";;25/03/2017;13:45:33;"Forward";"00:00:07";"4RU8U338494";"352I53I6I32R6U2";"4RU8U338494";
"4RU8695R958";;25/03/2017;13:45:33;"Incoming Call";"00:00:07";"4RU8U338494";"352I53I6I32R6U2";"4RU8U338494";25.03.2017 13:45:40
"4RU8695R958";;25/03/2017;14:00:37;"Incoming Call";"00:00:59";"4RU8U338494";"352I53I6I32R6U2";"4RU8U338494";25.03.2017 14:01:36
"4RU8U338494";"352I53I6I32R6U23";25/03/2017;14:12:47;"Outgoing SMS";"00:00:00";"4RU8UU64IUU";;"4RU6598III6";
"4RU8U338494";;25/03/2017;14:12:48;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU64I8I242";"353R2RIU44R94RIR";25/03/2017;14:32:49;"Outgoing SMS";"00:00:00";"4RU86833R44";;"4RU6598III6";
"4RU8695R958";;25/03/2017;15:04:58;"Incoming Call";"00:00:30";"4RU8U338494";"352I53I6I32R6U2";"4RU8U338494";25.03.2017 15:05:28
"4RU8UU64IUU";"35384RI88R5889I";25/03/2017;15:14:16;"Outgoing Call";"00:01:11";"IU95553344";;;25.03.2017 15:15:27
"IU95553344";;25/03/2017;15:29:20;"Incoming Call";"00:00:37";"4RU8UU64IUU";;;
"IU95553344";;25/03/2017;15:29:20;"Incoming Call";"00:00:37";"4RU8UU64IUU";"35384RI88R5889I";;25.03.2017 15:29:57
"4RU8UU64IUU";;25/03/2017;15:33:56;"Incoming Call";"00:00:20";"4RU8U338494";"352I53I6I32R6U2";"4RU8U338494";25.03.2017 15:34:16
"4RU8UU64IUU";"35384RI88R5889I";25/03/2017;15:33:57;"Outgoing Call";"00:00:19";"4RU8U338494";;;25.03.2017 15:34:16
"4RU8UU64IUU";;25/03/2017;15:34:40;"Outgoing Call";"00:00:28";"4RU8623UR25";;;
"4RU8UU64IUU";"35384RI88R5889I";25/03/2017;15:34:40;"Outgoing Call";"00:00:28";"4RU8623UR25";;;25.03.2017 15:35:08
"4RU889R29R9";;25/03/2017;16:13:06;"Incoming Call";"00:01:09";"4RU8U338494";"352I53I6I32R6U2";"4RU8U338494";25.03.2017 16:14:15
"IU95553344";;25/03/2017;16:42:26;"Incoming Call";"00:00:33";"4RU8UU64IUU";"35384RI88R5889I";;25.03.2017 16:42:59
"4RU8UU64IUU";"35384RI88R5889I";25/03/2017;17:05:22;"Outgoing SMS";"00:00:00";"IU95553344";;;
"IU95553344";;25/03/2017;17:08:20;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";;25/03/2017;17:55:09;"Incoming Call";"00:00:24";"4RU8U338494";"352I53I6I32R6U2";"4RU8U338494";25.03.2017 17:55:33
"4RU8UU64IUU";"35384RI88R5889I";25/03/2017;17:55:10;"Outgoing Call";"00:00:23";"4RU8U338494";;;25.03.2017 17:55:33
"4RU64R48IR5";;25/03/2017;17:58:32;"Incoming Call";"00:01:19";"4RU8UU64IUU";;;
"4RU64R48IR5";;25/03/2017;17:58:32;"Incoming Call";"00:01:19";"4RU8UU64IUU";"35384RI88R5889I";;25.03.2017 17:59:51
"4RU64R48IR5";;25/03/2017;18:02:15;"Incoming Call";"00:00:37";"4RU8UU64IUU";;;
"4RU64R48IR5";;25/03/2017;18:02:15;"Incoming Call";"00:00:37";"4RU8UU64IUU";"35384RI88R5889I";;25.03.2017 18:02:52
"4RU8UU64IUU";;25/03/2017;18:09:02;"Outgoing Call";"00:00:52";"4RU8623UR25";;;
"4RU8UU64IUU";"35384RI88R5889I";25/03/2017;18:09:03;"Outgoing Call";"00:00:51";"4RU8623UR25";;;25.03.2017 18:09:54
"4RU8UU64IUU";;25/03/2017;18:12:17;"Incoming Call";"00:05:31";"4RU8U338494";"352I53I6I32R6U2";"4RU8U338494";25.03.2017 18:17:48
"4RU8UU64IUU";"35384RI88R5889I";25/03/2017;18:12:17;"Outgoing Call";"00:05:30";"4RU8U338494";;;25.03.2017 18:17:47
"4RU64R48IR5";;25/03/2017;18:31:32;"Forward";"00:00:05";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU64R48IR5";;25/03/2017;18:31:32;"Incoming Call";"00:00:05";"4RU8UU64IUU";;;
"4RU64R48IR5";;25/03/2017;18:34:49;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU64R48IR5";;25/03/2017;18:49:21;"Incoming Call";"00:00:12";"4RU8UU64IUU";;;
"4RU64R48IR5";;25/03/2017;18:49:21;"Incoming Call";"00:00:12";"4RU8UU64IUU";"35384RI88R5889I";;25.03.2017 18:49:33
"4RU64R48IR5";;25/03/2017;18:50:20;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";25/03/2017;19:22:09;"Outgoing Call";"00:07:38";"4RU6UIU98I4";;;25.03.2017 19:29:47
"4RU64R48IR5";;25/03/2017;19:22:15;"Forward";"00:00:03";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU64R48IR5";;25/03/2017;19:22:15;"Incoming Call";"00:00:03";"4RU8UU64IUU";;;
"4RU64R48IR5";;25/03/2017;19:22:29;"Forward";"00:00:01";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU64R48IR5";;25/03/2017;19:22:29;"Incoming Call";"00:00:01";"4RU8UU64IUU";;;
"4RU64R48IR5";;25/03/2017;19:24:01;"Forward";"00:00:02";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU64R48IR5";;25/03/2017;19:24:01;"Incoming Call";"00:00:02";"4RU8UU64IUU";;;
"4RU64R48IR5";;25/03/2017;19:24:51;"Forward";"00:00:01";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU64R48IR5";;25/03/2017;19:24:51;"Incoming Call";"00:00:01";"4RU8UU64IUU";;;
"4RU64R48IR5";;25/03/2017;19:26:11;"Forward";"00:00:01";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU64R48IR5";;25/03/2017;19:26:11;"Incoming Call";"00:00:01";"4RU8UU64IUU";;;
"4RU64R48IR5";;25/03/2017;19:28:23;"Forward";"00:00:01";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU64R48IR5";;25/03/2017;19:28:23;"Incoming Call";"00:00:01";"4RU8UU64IUU";;;
"4RU64I8I242";"353R2RIU44R94RI";25/03/2017;19:28:24;"Outgoing Call";"00:02:02";"38R656I95485";;"38R656I95485";25.03.2017 19:30:26
"4RU64R48IR5";;25/03/2017;19:28:50;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU64R48IR5";;25/03/2017;19:29:04;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";;25/03/2017;19:34:11;"Outgoing Call";"00:04:50";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";25/03/2017;19:34:11;"Outgoing Call";"00:04:50";"4RU64R48IR5";;;25.03.2017 19:39:01
"4RU8UU64IUU";;25/03/2017;19:39:37;"Outgoing Call";"00:03:45";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";25/03/2017;19:39:38;"Outgoing Call";"00:03:45";"4RU64R48IR5";;;25.03.2017 19:43:23
"4RU64I8I242";"353R2RIU44R94RIR";25/03/2017;20:34:12;"Outgoing SMS";"00:00:00";"4RU8UU64IUU";;"4RU6598III6";
"4RU64I8I242";;25/03/2017;20:34:13;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";26/03/2017;00:02:36;"Outgoing SMS";"00:00:00";"4RU64I8I242";;;
"4RU8UU64IUU";;26/03/2017;00:02:38;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RI";"4RU893RII99";
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;12:07:47;"Outgoing Call";"00:00:49";"4RU9835RI39";;"4RU9835RI39";26.03.2017 12:08:36
"4RU8UU64IUU";"35384RI88R5889I";26/03/2017;12:51:45;"Outgoing Call";"00:04:52";"4RU6UU6U223";;;26.03.2017 12:56:37
"4RU8U93I838";;26/03/2017;13:26:11;"Incoming Call";"00:00:27";"4RU64I8I242";"353R2RIU44R94RI";"4RU64I8I242";26.03.2017 13:26:38
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;13:50:49;"Outgoing Call";"00:01:47";"4RU6586I242";;"4RU6586I242";26.03.2017 13:52:36
"4RU658I53U2";;26/03/2017;15:02:13;"Incoming Call";"00:00:38";"4RU8UU64IUU";"35384RI88R5889I";;26.03.2017 15:02:51
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;16:06:01;"Outgoing Call";"00:01:09";"4RU656643I4";;"4RU656643I4";26.03.2017 16:07:10
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;16:56:33;"Outgoing Call";"00:00:28";"4RU62R64663";;"4RU62R64663";26.03.2017 16:57:01
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;16:57:29;"Outgoing Call";"00:01:39";"4RU89R984U4";;"4RU89R984U4";26.03.2017 16:59:08
"4RU8U338494";"352I53I6I32R6U23";26/03/2017;17:27:10;"Outgoing SMS";"00:00:00";"4RU862I5I94";;"4RU6598III3";
"4R58UII5U";;26/03/2017;17:27:17;"Incoming SMS";"00:00:00";"4RU8U338494";"352I53I6I32R6U23";"4RU6598IIIU";
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;17:35:48;"Outgoing Call";"00:01:14";"4RU9835RI39";;"4RU9835RI39";26.03.2017 17:37:02
"4RU64R48IR5";;26/03/2017;18:21:24;"Incoming Call";"00:02:15";"4RU8UU64IUU";;;
"4RU64R48IR5";;26/03/2017;18:21:24;"Incoming Call";"00:02:15";"4RU8UU64IUU";"35384RI88R5889I";;26.03.2017 18:23:39
"4RU8U338494";"352I53I6I32R6U2";26/03/2017;18:34:55;"Outgoing Call";"00:00:08";"4RUU96II949";;"4RUU96II949";26.03.2017 18:35:03
"4RU8UU64IUU";"35384RI88R5889I";26/03/2017;18:46:10;"Outgoing SMS";"00:00:00";"4RU64R48IR5";;;
"4RU64R48IR5";;26/03/2017;18:46:33;"Incoming Call";"00:00:26";"4RU8UU64IUU";;;
"4RU64R48IR5";;26/03/2017;18:46:33;"Incoming Call";"00:00:26";"4RU8UU64IUU";"35384RI88R5889I";;26.03.2017 18:46:59
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;18:53:37;"Outgoing Call";"00:00:39";"4RU89R984U4";;"4RU89R984U4";26.03.2017 18:54:16
"4RU8UU64IUU";;26/03/2017;19:14:49;"Incoming Call";"00:01:06";"4RU64I8I242";"353R2RIU44R94RI";"4RU64I8I242";26.03.2017 19:15:55
"4RU8UU64IUU";"35384RI88R5889I";26/03/2017;19:14:49;"Outgoing Call";"00:01:04";"4RU64I8I242";;;26.03.2017 19:15:53
"4RU8UU64IUU";;26/03/2017;19:17:08;"Incoming Call";"00:00:03";"4RU8U338494";"352I53I6I32R6U2";"4RU8U338494";26.03.2017 19:17:11
"4RU8UU64IUU";;26/03/2017;19:17:08;"Forward";"00:00:03";"4RU8U338494";"352I53I6I32R6U2";"4RU8U338494";
"4RU8UU64IUU";"35384RI88R5889I";26/03/2017;19:17:09;"Outgoing Call";"00:00:00";"4RU8U338494";;;26.03.2017 19:17:09
"4RU8U338494";"352I53I6I32R6U2";26/03/2017;19:24:38;"Outgoing Call";"00:04:33";"4RU8UU64IUU";;"4RU8UU64IUU";26.03.2017 19:29:11
"4RU8U338494";;26/03/2017;19:24:38;"Incoming Call";"00:04:33";"4RU8UU64IUU";;;
"4RU8U338494";;26/03/2017;19:24:38;"Incoming Call";"00:04:33";"4RU8UU64IUU";"35384RI88R5889I";;26.03.2017 19:29:11
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;19:28:32;"Outgoing Call";"00:00:57";"4RU9835RI39";;"4RU9835RI39";26.03.2017 19:29:29
"4RU89R984U4";;26/03/2017;19:32:52;"Incoming Call";"00:00:12";"4RU64I8I242";"353R2RIU44R94RI";"4RU64I8I242";26.03.2017 19:33:04
"4RU8U338494";"352I53I6I32R6U2";26/03/2017;19:34:00;"Outgoing Call";"00:00:52";"4RU6UI4U86U";;"4RU6UI4U86U";26.03.2017 19:34:52
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;19:36:56;"Outgoing Call";"00:01:36";"4RU62R64663";;"4RU62R64663";26.03.2017 19:38:32
"4RU8UU64IUU";;26/03/2017;19:41:16;"Outgoing Call";"00:00:43";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";26/03/2017;19:41:17;"Outgoing Call";"00:00:43";"4RU64R48IR5";;;26.03.2017 19:42:00
"4RU64R48IR5";;26/03/2017;19:43:14;"Incoming Call";"00:00:47";"4RU8UU64IUU";;;
"4RU64R48IR5";;26/03/2017;19:43:14;"Incoming Call";"00:00:47";"4RU8UU64IUU";"35384RI88R5889I";;26.03.2017 19:44:01
"4RU64R48IR5";;26/03/2017;19:51:59;"Incoming Call";"00:00:45";"4RU8UU64IUU";;;
"4RU64R48IR5";;26/03/2017;19:51:59;"Incoming Call";"00:00:45";"4RU8UU64IUU";"35384RI88R5889I";;26.03.2017 19:52:44
"4RU64R48IR5";;26/03/2017;19:54:03;"Incoming Call";"00:00:44";"4RU8UU64IUU";;;
"4RU64R48IR5";;26/03/2017;19:54:03;"Incoming Call";"00:00:44";"4RU8UU64IUU";"35384RI88R5889I";;26.03.2017 19:54:47
"4RU8UU64IUU";;26/03/2017;19:57:02;"Outgoing Call";"00:00:52";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";26/03/2017;19:57:02;"Outgoing Call";"00:00:51";"4RU64R48IR5";;;26.03.2017 19:57:53
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;19:58:41;"Outgoing Call";"00:01:23";"4RU6UI4U86U";;"4RU6UI4U86U";26.03.2017 20:00:04
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;20:00:50;"Outgoing Call";"00:00:46";"4RU9835RI39";;"4RU9835RI39";26.03.2017 20:01:36
"4RU8UU64IUU";"35384RI88R5889I";26/03/2017;20:01:16;"Outgoing SMS";"00:00:00";"4RU64R48IR5";;;
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;20:01:54;"Outgoing Call";"00:02:11";"4RU62R64663";;"4RU62R64663";26.03.2017 20:04:05
"4RU64R48IR5";;26/03/2017;20:04:17;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";26/03/2017;20:05:17;"Outgoing SMS";"00:00:00";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";26/03/2017;20:06:28;"Outgoing Call";"00:00:23";"4RU6UU6U223";;;26.03.2017 20:06:51
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;20:07:11;"Outgoing Call";"00:01:39";"4RU6586I242";;"4RU6586I242";26.03.2017 20:08:50
"4RU8UI8I3II";;26/03/2017;20:27:13;"Incoming Call";"00:00:04";"4RU8UU64IUU";"35384RI88R5889I";;26.03.2017 20:27:17
"4RU8UU64IUU";"35384RI88R5889I";26/03/2017;20:28:38;"Outgoing Call";"00:00:13";"4RU8UI8I3II";;;26.03.2017 20:28:51
"4RU8UU64IUU";"35384RI88R5889I";26/03/2017;20:35:58;"Outgoing Call";"00:07:12";"4RU6UU6U223";;;26.03.2017 20:43:10
"4RU64I8I242";"353R2RIU44R94RIR";26/03/2017;20:38:17;"Outgoing SMS";"00:00:00";"4RU86833R44";;"4RU6598III6";
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;20:58:28;"Outgoing Call";"00:00:26";"4RU62R64663";;"4RU62R64663";26.03.2017 20:58:54
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;21:21:57;"Outgoing Call";"00:00:14";"4RU6UI4U86U";;"4RU6UI4U86U";26.03.2017 21:22:11
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;21:23:52;"Outgoing Call";"00:00:08";"4RU9835RI39";;"4RU9835RI39";26.03.2017 21:24:00
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;21:24:15;"Outgoing Call";"00:00:24";"4RU9835RI39";;"4RU9835RI39";26.03.2017 21:24:39
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;21:25:00;"Outgoing Call";"00:00:11";"4RU9835RI39";;"4RU9835RI39";26.03.2017 21:25:11
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;21:26:43;"Outgoing Call";"00:00:17";"4RU9835RI39";;"4RU9835RI39";26.03.2017 21:27:00
"4RU64I8I242";"353R2RIU44R94RI";26/03/2017;21:35:42;"Outgoing Call";"00:00:18";"4RU9835RI39";;"4RU9835RI39";26.03.2017 21:36:00
"4RU6UI4U86U";;26/03/2017;21:38:02;"Incoming Call";"00:00:53";"4RU64I8I242";"353R2RIU44R94RI";"4RU64I8I242";26.03.2017 21:38:55
