order_id;order_date;product_name;product_type;size;colour;unit_price;description;quantity;customer;gender and age;address
439;2021-8-24;Cropped;Trousers;M;red;99;A red coloured, M sized, Cropped Trousers;3;Gert Brackstone;Polygender,34;89 Schmitt PlazaSuite 421, Charlotteville 5790, Queensland, Australia
439;2021-8-24;Linen;Shirt;XL;blue;116;A blue coloured, XL sized, Linen Shirt;2;Gert Brackstone;Polygender,34;89 Schmitt PlazaSuite 421, Charlotteville 5790, Queensland, Australia
439;2021-8-24;Parka;Jacket;XL;red;119;A red coloured, XL sized, Parka Jacket;2;Gert Brackstone;Polygender,34;89 Schmitt PlazaSuite 421, Charlotteville 5790, Queensland, Australia
439;2021-8-24;Relaxed Leg;Trousers;S;blue;95;A blue coloured, S sized, Relaxed Leg Trousers;3;Gert Brackstone;Polygender,34;89 Schmitt PlazaSuite 421, Charlotteville 5790, Queensland, Australia
439;2021-8-24;Casual Slim Fit;Shirt;XS;green;113;A green coloured, XS sized, Casual Slim Fit Shirt;1;Gert Brackstone;Polygender,34;89 Schmitt PlazaSuite 421, Charlotteville 5790, Queensland, Australia
439;2021-8-24;Relaxed Leg;Trousers;XS;yellow;95;A yellow coloured, XS sized, Relaxed Leg Trousers;2;Gert Brackstone;Polygender,34;89 Schmitt PlazaSuite 421, Charlotteville 5790, Queensland, Australia
439;2021-8-24;Denim;Shirt;M;violet;115;A violet coloured, M sized, Denim Shirt;1;Gert Brackstone;Polygender,34;89 Schmitt PlazaSuite 421, Charlotteville 5790, Queensland, Australia
439;2021-8-24;Drawstring;Trousers;M;violet;104;A violet coloured, M sized, Drawstring Trousers;2;Gert Brackstone;Polygender,34;89 Schmitt PlazaSuite 421, Charlotteville 5790, Queensland, Australia
440;2021-10-9;High-Waisted;Trousers;L;red;98;A red coloured, L sized, High-Waisted Trousers;3;Niels Loadsman;Genderfluid,30;0204 Andrew JunctionApt. 904, Kaiview 7146, New South Wales, Australia
440;2021-10-9;Denim;Shirt;XS;red;115;A red coloured, XS sized, Denim Shirt;2;Niels Loadsman;Genderfluid,30;0204 Andrew JunctionApt. 904, Kaiview 7146, New South Wales, Australia
440;2021-10-9;Peacoat;Jacket;M;indigo;102;A indigo coloured, M sized, Peacoat Jacket;2;Niels Loadsman;Genderfluid,30;0204 Andrew JunctionApt. 904, Kaiview 7146, New South Wales, Australia
440;2021-10-9;Cargo Pants;Trousers;XS;yellow;106;A yellow coloured, XS sized, Cargo Pants Trousers;1;Niels Loadsman;Genderfluid,30;0204 Andrew JunctionApt. 904, Kaiview 7146, New South Wales, Australia
440;2021-10-9;Cords;Trousers;M;orange;113;A orange coloured, M sized, Cords Trousers;1;Niels Loadsman;Genderfluid,30;0204 Andrew JunctionApt. 904, Kaiview 7146, New South Wales, Australia
440;2021-10-9;Denim;Shirt;XS;green;115;A green coloured, XS sized, Denim Shirt;3;Niels Loadsman;Genderfluid,30;0204 Andrew JunctionApt. 904, Kaiview 7146, New South Wales, Australia
441;2021-2-28;High-Waisted;Trousers;XS;red;98;A red coloured, XS sized, High-Waisted Trousers;1;Rey Grasner;Genderqueer,27;50 Layla RunApt. 551, Cassinport 9439, Western Australia, Australia
441;2021-2-28;Slim-Fit;Trousers;XL;indigo;119;A indigo coloured, XL sized, Slim-Fit Trousers;1;Rey Grasner;Genderqueer,27;50 Layla RunApt. 551, Cassinport 9439, Western Australia, Australia
441;2021-2-28;Cardigan;Jacket;S;green;118;A green coloured, S sized, Cardigan Jacket;3;Rey Grasner;Genderqueer,27;50 Layla RunApt. 551, Cassinport 9439, Western Australia, Australia
441;2021-2-28;Coach;Jacket;M;yellow;115;A yellow coloured, M sized, Coach Jacket;1;Rey Grasner;Genderqueer,27;50 Layla RunApt. 551, Cassinport 9439, Western Australia, Australia
441;2021-2-28;Peacoat;Jacket;S;blue;102;A blue coloured, S sized, Peacoat Jacket;3;Rey Grasner;Genderqueer,27;50 Layla RunApt. 551, Cassinport 9439, Western Australia, Australia
441;2021-2-28;Denim;Jacket;M;indigo;92;A indigo coloured, M sized, Denim Jacket;3;Rey Grasner;Genderqueer,27;50 Layla RunApt. 551, Cassinport 9439, Western Australia, Australia
441;2021-2-28;Camp Collared;Shirt;XL;blue;112;A blue coloured, XL sized, Camp Collared Shirt;2;Rey Grasner;Genderqueer,27;50 Layla RunApt. 551, Cassinport 9439, Western Australia, Australia
441;2021-2-28;Linen;Shirt;XL;indigo;116;A indigo coloured, XL sized, Linen Shirt;3;Rey Grasner;Genderqueer,27;50 Layla RunApt. 551, Cassinport 9439, Western Australia, Australia
442;2021-3-24;Tracksuit Bottoms;Trousers;M;green;91;A green coloured, M sized, Tracksuit Bottoms Trousers;2;Hetti Fibbens;Genderqueer,45;019 Lang SquareSuite 468, Beattychester 6160, Queensland, Australia
442;2021-3-24;Slim-Fit;Trousers;XS;indigo;119;A indigo coloured, XS sized, Slim-Fit Trousers;1;Hetti Fibbens;Genderqueer,45;019 Lang SquareSuite 468, Beattychester 6160, Queensland, Australia
442;2021-3-24;Chinos;Trousers;L;violet;100;A violet coloured, L sized, Chinos Trousers;1;Hetti Fibbens;Genderqueer,45;019 Lang SquareSuite 468, Beattychester 6160, Queensland, Australia
443;2021-3-9;Windbreaker;Jacket;L;blue;109;A blue coloured, L sized, Windbreaker Jacket;2;Bunni Poundsford;Female,63;419 Logan CircuitApt. 206, South Heidi 2732, Western Australia, Australia
443;2021-3-9;Henley;Shirt;XS;violet;92;A violet coloured, XS sized, Henley Shirt;2;Bunni Poundsford;Female,63;419 Logan CircuitApt. 206, South Heidi 2732, Western Australia, Australia
443;2021-3-9;Dress;Shirt;S;yellow;119;A yellow coloured, S sized, Dress Shirt;2;Bunni Poundsford;Female,63;419 Logan CircuitApt. 206, South Heidi 2732, Western Australia, Australia
444;2021-3-7;Dress;Shirt;XL;red;119;A red coloured, XL sized, Dress Shirt;3;Nathanil Runchman;Non-binary,23;831 Ava SquareApt. 776, South Hannahstad 2310, Victoria, Australia
444;2021-3-7;Polo;Shirt;L;green;117;A green coloured, L sized, Polo Shirt;1;Nathanil Runchman;Non-binary,23;831 Ava SquareApt. 776, South Hannahstad 2310, Victoria, Australia
444;2021-3-7;Camp Collared;Shirt;L;red;112;A red coloured, L sized, Camp Collared Shirt;1;Nathanil Runchman;Non-binary,23;831 Ava SquareApt. 776, South Hannahstad 2310, Victoria, Australia
445;2021-7-7;Bomber;Jacket;S;red;90;A red coloured, S sized, Bomber Jacket;3;Angelle Huby;Genderfluid,57;9838 Madison GroveApt. 181, Port Jettshire 9608, Western Australia, Australia
445;2021-7-7;Cropped;Trousers;S;yellow;99;A yellow coloured, S sized, Cropped Trousers;2;Angelle Huby;Genderfluid,57;9838 Madison GroveApt. 181, Port Jettshire 9608, Western Australia, Australia
446;2021-3-26;Camp Collared;Shirt;S;indigo;112;A indigo coloured, S sized, Camp Collared Shirt;3;Jaymee Dalrymple;Male,23;812 Corwin Estate DrSuite 687, New George 1336, New South Wales, Australia
446;2021-3-26;Drawstring;Trousers;M;blue;104;A blue coloured, M sized, Drawstring Trousers;3;Jaymee Dalrymple;Male,23;812 Corwin Estate DrSuite 687, New George 1336, New South Wales, Australia
446;2021-3-26;Oxford Cloth;Shirt;L;violet;114;A violet coloured, L sized, Oxford Cloth Shirt;2;Jaymee Dalrymple;Male,23;812 Corwin Estate DrSuite 687, New George 1336, New South Wales, Australia
446;2021-3-26;Leather;Jacket;S;green;113;A green coloured, S sized, Leather Jacket;3;Jaymee Dalrymple;Male,23;812 Corwin Estate DrSuite 687, New George 1336, New South Wales, Australia
446;2021-3-26;Trench Coat;Jacket;XS;indigo;112;A indigo coloured, XS sized, Trench Coat Jacket;1;Jaymee Dalrymple;Male,23;812 Corwin Estate DrSuite 687, New George 1336, New South Wales, Australia
447;2021-1-10;Cropped;Trousers;XS;yellow;99;A yellow coloured, XS sized, Cropped Trousers;1;Wilhelm Blaber;Genderfluid,69;093 Jessica AvenueSuite 154, Lake Callumville 768, Queensland, Australia
447;2021-1-10;Cargo Pants;Trousers;XL;red;106;A red coloured, XL sized, Cargo Pants Trousers;2;Wilhelm Blaber;Genderfluid,69;093 Jessica AvenueSuite 154, Lake Callumville 768, Queensland, Australia
447;2021-1-10;Oxford Cloth;Shirt;XL;yellow;114;A yellow coloured, XL sized, Oxford Cloth Shirt;2;Wilhelm Blaber;Genderfluid,69;093 Jessica AvenueSuite 154, Lake Callumville 768, Queensland, Australia
447;2021-1-10;Trench Coat;Jacket;S;red;112;A red coloured, S sized, Trench Coat Jacket;3;Wilhelm Blaber;Genderfluid,69;093 Jessica AvenueSuite 154, Lake Callumville 768, Queensland, Australia
447;2021-1-10;Denim;Jacket;M;orange;92;A orange coloured, M sized, Denim Jacket;3;Wilhelm Blaber;Genderfluid,69;093 Jessica AvenueSuite 154, Lake Callumville 768, Queensland, Australia
447;2021-1-10;Trench Coat;Jacket;XL;green;112;A green coloured, XL sized, Trench Coat Jacket;1;Wilhelm Blaber;Genderfluid,69;093 Jessica AvenueSuite 154, Lake Callumville 768, Queensland, Australia
448;2021-8-20;Relaxed Leg;Trousers;XS;green;95;A green coloured, XS sized, Relaxed Leg Trousers;2;Darrelle Padson;Polygender,67;22 Aaron LoopApt. 324, Violetborough 4337, Victoria, Australia
448;2021-8-20;Denim;Shirt;S;violet;115;A violet coloured, S sized, Denim Shirt;2;Darrelle Padson;Polygender,67;22 Aaron LoopApt. 324, Violetborough 4337, Victoria, Australia
448;2021-8-20;Flannel;Shirt;XS;indigo;96;A indigo coloured, XS sized, Flannel Shirt;2;Darrelle Padson;Polygender,67;22 Aaron LoopApt. 324, Violetborough 4337, Victoria, Australia
449;2021-10-23;Drawstring;Trousers;L;yellow;104;A yellow coloured, L sized, Drawstring Trousers;3;Harrietta Burchatt;Genderfluid,20;8125 Durgan BoulevardSuite 068, Port Elliechester 9458, Australian Capital Territory, Australia
449;2021-10-23;Cropped;Trousers;XL;orange;99;A orange coloured, XL sized, Cropped Trousers;2;Harrietta Burchatt;Genderfluid,20;8125 Durgan BoulevardSuite 068, Port Elliechester 9458, Australian Capital Territory, Australia
449;2021-10-23;Denim;Jacket;XS;orange;92;A orange coloured, XS sized, Denim Jacket;1;Harrietta Burchatt;Genderfluid,20;8125 Durgan BoulevardSuite 068, Port Elliechester 9458, Australian Capital Territory, Australia
449;2021-10-23;High-Waisted;Trousers;M;blue;98;A blue coloured, M sized, High-Waisted Trousers;1;Harrietta Burchatt;Genderfluid,20;8125 Durgan BoulevardSuite 068, Port Elliechester 9458, Australian Capital Territory, Australia
450;2021-4-30;Polo;Shirt;M;violet;117;A violet coloured, M sized, Polo Shirt;3;Jaquelyn Dow;Genderfluid,38;854 John GroveApt. 925, New Emmastad 1230, South Australia, Australia
450;2021-4-30;Slim-Fit;Trousers;XS;yellow;119;A yellow coloured, XS sized, Slim-Fit Trousers;1;Jaquelyn Dow;Genderfluid,38;854 John GroveApt. 925, New Emmastad 1230, South Australia, Australia
450;2021-4-30;Cuban Collar;Shirt;S;indigo;93;A indigo coloured, S sized, Cuban Collar Shirt;3;Jaquelyn Dow;Genderfluid,38;854 John GroveApt. 925, New Emmastad 1230, South Australia, Australia
450;2021-4-30;Shearling;Jacket;M;violet;95;A violet coloured, M sized, Shearling Jacket;1;Jaquelyn Dow;Genderfluid,38;854 John GroveApt. 925, New Emmastad 1230, South Australia, Australia
450;2021-4-30;Windbreaker;Jacket;M;indigo;109;A indigo coloured, M sized, Windbreaker Jacket;1;Jaquelyn Dow;Genderfluid,38;854 John GroveApt. 925, New Emmastad 1230, South Australia, Australia
450;2021-4-30;Chambray;Shirt;S;orange;105;A orange coloured, S sized, Chambray Shirt;3;Jaquelyn Dow;Genderfluid,38;854 John GroveApt. 925, New Emmastad 1230, South Australia, Australia
451;2021-8-25;Parka;Jacket;L;blue;119;A blue coloured, L sized, Parka Jacket;1;Melissa Partkya;Male,23;95 Rice Station StSuite 985, O'keefeton 2919, Tasmania, Australia
451;2021-8-25;Chambray;Shirt;XL;blue;105;A blue coloured, XL sized, Chambray Shirt;2;Melissa Partkya;Male,23;95 Rice Station StSuite 985, O'keefeton 2919, Tasmania, Australia
451;2021-8-25;Pullover;Jacket;L;orange;114;A orange coloured, L sized, Pullover Jacket;1;Melissa Partkya;Male,23;95 Rice Station StSuite 985, O'keefeton 2919, Tasmania, Australia
451;2021-8-25;Camp Collared;Shirt;L;orange;112;A orange coloured, L sized, Camp Collared Shirt;2;Melissa Partkya;Male,23;95 Rice Station StSuite 985, O'keefeton 2919, Tasmania, Australia
452;2021-10-9;Pullover;Jacket;M;indigo;114;A indigo coloured, M sized, Pullover Jacket;1;Yardley Dreamer;Female,22;8083 Paterson RoadApt. 211, Jordanborough 1149, Tasmania, Australia
452;2021-10-9;Leather;Jacket;S;red;113;A red coloured, S sized, Leather Jacket;1;Yardley Dreamer;Female,22;8083 Paterson RoadApt. 211, Jordanborough 1149, Tasmania, Australia
453;2021-8-13;Trench Coat;Jacket;L;indigo;112;A indigo coloured, L sized, Trench Coat Jacket;1;Etan Peirazzi;Genderqueer,63;8162 James TrackApt. 724, West Jessica 6128, Queensland, Australia
453;2021-8-13;Cuban Collar;Shirt;XS;indigo;93;A indigo coloured, XS sized, Cuban Collar Shirt;1;Etan Peirazzi;Genderqueer,63;8162 James TrackApt. 724, West Jessica 6128, Queensland, Australia
454;2021-3-29;Parka;Jacket;XL;red;119;A red coloured, XL sized, Parka Jacket;3;Artemas Vasilischev;Bigender,53;33 Richards JunctionApt. 478, South Rileyview 7650, Western Australia, Australia
454;2021-3-29;Parka;Jacket;L;indigo;119;A indigo coloured, L sized, Parka Jacket;1;Artemas Vasilischev;Bigender,53;33 Richards JunctionApt. 478, South Rileyview 7650, Western Australia, Australia
454;2021-3-29;Cuban Collar;Shirt;S;orange;93;A orange coloured, S sized, Cuban Collar Shirt;2;Artemas Vasilischev;Bigender,53;33 Richards JunctionApt. 478, South Rileyview 7650, Western Australia, Australia
454;2021-3-29;Henley;Shirt;M;violet;92;A violet coloured, M sized, Henley Shirt;2;Artemas Vasilischev;Bigender,53;33 Richards JunctionApt. 478, South Rileyview 7650, Western Australia, Australia
455;2021-4-4;Chambray;Shirt;S;red;105;A red coloured, S sized, Chambray Shirt;3;Leanna Busson;Female,30;8606 Victoria TerraceSuite 560, Johnstonhaven 5464, Northern Territory, Australia
455;2021-4-4;Pullover;Jacket;L;yellow;114;A yellow coloured, L sized, Pullover Jacket;2;Leanna Busson;Female,30;8606 Victoria TerraceSuite 560, Johnstonhaven 5464, Northern Territory, Australia
456;2021-6-28;Oxford Cloth;Shirt;XS;green;114;A green coloured, XS sized, Oxford Cloth Shirt;3;Devonne Martinetto;Genderfluid,59;655 Max TrailSuite 049, West Lucy 5146, New South Wales, Australia
456;2021-6-28;Oxford Cloth;Shirt;XS;green;114;A green coloured, XS sized, Oxford Cloth Shirt;2;Devonne Martinetto;Genderfluid,59;655 Max TrailSuite 049, West Lucy 5146, New South Wales, Australia
457;2021-3-4;Pullover;Jacket;S;red;114;A red coloured, S sized, Pullover Jacket;3;Bank Sargeaunt;Male,57;74 King SummitSuite 021, Mollyland 7633, New South Wales, Australia
457;2021-3-4;Cropped;Trousers;XL;violet;99;A violet coloured, XL sized, Cropped Trousers;3;Bank Sargeaunt;Male,57;74 King SummitSuite 021, Mollyland 7633, New South Wales, Australia
457;2021-3-4;Leather;Jacket;L;green;113;A green coloured, L sized, Leather Jacket;3;Bank Sargeaunt;Male,57;74 King SummitSuite 021, Mollyland 7633, New South Wales, Australia
457;2021-3-4;Peacoat;Jacket;S;orange;102;A orange coloured, S sized, Peacoat Jacket;1;Bank Sargeaunt;Male,57;74 King SummitSuite 021, Mollyland 7633, New South Wales, Australia
457;2021-3-4;Chinos;Trousers;L;yellow;100;A yellow coloured, L sized, Chinos Trousers;3;Bank Sargeaunt;Male,57;74 King SummitSuite 021, Mollyland 7633, New South Wales, Australia
458;2021-10-21;Drawstring;Trousers;M;green;104;A green coloured, M sized, Drawstring Trousers;3;Taffy Quimby;Non-binary,31;1033 Botsford Estate DrSuite 236, East Xavier 4773, New South Wales, Australia
458;2021-10-21;Denim;Shirt;XL;yellow;115;A yellow coloured, XL sized, Denim Shirt;3;Taffy Quimby;Non-binary,31;1033 Botsford Estate DrSuite 236, East Xavier 4773, New South Wales, Australia
458;2021-10-21;Puffer;Jacket;XL;red;110;A red coloured, XL sized, Puffer Jacket;3;Taffy Quimby;Non-binary,31;1033 Botsford Estate DrSuite 236, East Xavier 4773, New South Wales, Australia
458;2021-10-21;Henley;Shirt;XL;green;92;A green coloured, XL sized, Henley Shirt;2;Taffy Quimby;Non-binary,31;1033 Botsford Estate DrSuite 236, East Xavier 4773, New South Wales, Australia
458;2021-10-21;Cords;Trousers;S;indigo;113;A indigo coloured, S sized, Cords Trousers;1;Taffy Quimby;Non-binary,31;1033 Botsford Estate DrSuite 236, East Xavier 4773, New South Wales, Australia
458;2021-10-21;Mandarin Collar;Shirt;XL;red;108;A red coloured, XL sized, Mandarin Collar Shirt;3;Taffy Quimby;Non-binary,31;1033 Botsford Estate DrSuite 236, East Xavier 4773, New South Wales, Australia
459;2021-6-18;Cardigan;Jacket;XS;red;118;A red coloured, XS sized, Cardigan Jacket;2;Brenden Roast;Genderfluid,54;614 Cooper RunSuite 917, Siennabury 8343, New South Wales, Australia
459;2021-6-18;Peacoat;Jacket;M;green;102;A green coloured, M sized, Peacoat Jacket;2;Brenden Roast;Genderfluid,54;614 Cooper RunSuite 917, Siennabury 8343, New South Wales, Australia
459;2021-6-18;Dress;Shirt;XS;red;119;A red coloured, XS sized, Dress Shirt;1;Brenden Roast;Genderfluid,54;614 Cooper RunSuite 917, Siennabury 8343, New South Wales, Australia
459;2021-6-18;Cardigan;Jacket;L;green;118;A green coloured, L sized, Cardigan Jacket;2;Brenden Roast;Genderfluid,54;614 Cooper RunSuite 917, Siennabury 8343, New South Wales, Australia
459;2021-6-18;Leather;Jacket;XS;yellow;113;A yellow coloured, XS sized, Leather Jacket;1;Brenden Roast;Genderfluid,54;614 Cooper RunSuite 917, Siennabury 8343, New South Wales, Australia
460;2021-6-7;Denim;Jacket;M;indigo;92;A indigo coloured, M sized, Denim Jacket;2;Lavina Dartnell;Polygender,23;0380 Bartell StreetSuite 585, Boyleberg 9549, Queensland, Australia
460;2021-6-7;Slim-Fit;Trousers;M;blue;119;A blue coloured, M sized, Slim-Fit Trousers;1;Lavina Dartnell;Polygender,23;0380 Bartell StreetSuite 585, Boyleberg 9549, Queensland, Australia
460;2021-6-7;Denim;Jacket;M;red;92;A red coloured, M sized, Denim Jacket;2;Lavina Dartnell;Polygender,23;0380 Bartell StreetSuite 585, Boyleberg 9549, Queensland, Australia
461;2021-2-14;Oxford Cloth;Shirt;L;yellow;114;A yellow coloured, L sized, Oxford Cloth Shirt;1;Faunie Cooney;Male,38;36 Christian PlaceApt. 409, Port Chelseaport 6354, Victoria, Australia
461;2021-2-14;Joggers;Trousers;M;blue;94;A blue coloured, M sized, Joggers Trousers;1;Faunie Cooney;Male,38;36 Christian PlaceApt. 409, Port Chelseaport 6354, Victoria, Australia
461;2021-2-14;Shearling;Jacket;XS;violet;95;A violet coloured, XS sized, Shearling Jacket;3;Faunie Cooney;Male,38;36 Christian PlaceApt. 409, Port Chelseaport 6354, Victoria, Australia
461;2021-2-14;Parka;Jacket;L;blue;119;A blue coloured, L sized, Parka Jacket;2;Faunie Cooney;Male,38;36 Christian PlaceApt. 409, Port Chelseaport 6354, Victoria, Australia
461;2021-2-14;Cropped;Trousers;S;yellow;99;A yellow coloured, S sized, Cropped Trousers;2;Faunie Cooney;Male,38;36 Christian PlaceApt. 409, Port Chelseaport 6354, Victoria, Australia
461;2021-2-14;Drawstring;Trousers;XL;violet;104;A violet coloured, XL sized, Drawstring Trousers;2;Faunie Cooney;Male,38;36 Christian PlaceApt. 409, Port Chelseaport 6354, Victoria, Australia
462;2021-1-31;Pullover;Jacket;L;orange;114;A orange coloured, L sized, Pullover Jacket;2;Sigmund Bothen;Male,21;1621 Marcus MeadowApt. 603, West Grace 8190, Australian Capital Territory, Australia
462;2021-1-31;Windbreaker;Jacket;L;red;109;A red coloured, L sized, Windbreaker Jacket;3;Sigmund Bothen;Male,21;1621 Marcus MeadowApt. 603, West Grace 8190, Australian Capital Territory, Australia
462;2021-1-31;Joggers;Trousers;L;violet;94;A violet coloured, L sized, Joggers Trousers;3;Sigmund Bothen;Male,21;1621 Marcus MeadowApt. 603, West Grace 8190, Australian Capital Territory, Australia
462;2021-1-31;Polo;Shirt;M;green;117;A green coloured, M sized, Polo Shirt;3;Sigmund Bothen;Male,21;1621 Marcus MeadowApt. 603, West Grace 8190, Australian Capital Territory, Australia
462;2021-1-31;Pleated;Trousers;L;yellow;90;A yellow coloured, L sized, Pleated Trousers;1;Sigmund Bothen;Male,21;1621 Marcus MeadowApt. 603, West Grace 8190, Australian Capital Territory, Australia
462;2021-1-31;Camp Collared;Shirt;XS;violet;112;A violet coloured, XS sized, Camp Collared Shirt;1;Sigmund Bothen;Male,21;1621 Marcus MeadowApt. 603, West Grace 8190, Australian Capital Territory, Australia
463;2021-3-16;Flannel;Shirt;M;blue;96;A blue coloured, M sized, Flannel Shirt;2;Zebulon Rousel;Agender,62;87 Cruickshank Estate DrApt. 374, Hamishview 5934, New South Wales, Australia
463;2021-3-16;Wool;Trousers;S;orange;111;A orange coloured, S sized, Wool Trousers;3;Zebulon Rousel;Agender,62;87 Cruickshank Estate DrApt. 374, Hamishview 5934, New South Wales, Australia
463;2021-3-16;Trench Coat;Jacket;XL;indigo;112;A indigo coloured, XL sized, Trench Coat Jacket;1;Zebulon Rousel;Agender,62;87 Cruickshank Estate DrApt. 374, Hamishview 5934, New South Wales, Australia
463;2021-3-16;Puffer;Jacket;S;red;110;A red coloured, S sized, Puffer Jacket;3;Zebulon Rousel;Agender,62;87 Cruickshank Estate DrApt. 374, Hamishview 5934, New South Wales, Australia
463;2021-3-16;Chinos;Trousers;XL;blue;100;A blue coloured, XL sized, Chinos Trousers;3;Zebulon Rousel;Agender,62;87 Cruickshank Estate DrApt. 374, Hamishview 5934, New South Wales, Australia
464;2021-6-29;Tracksuit Bottoms;Trousers;XS;yellow;91;A yellow coloured, XS sized, Tracksuit Bottoms Trousers;1;Monica Teodorski;Bigender,77;100 Stokes ParkwayApt. 307, South Nathan 2603, South Australia, Australia
464;2021-6-29;Windbreaker;Jacket;L;orange;109;A orange coloured, L sized, Windbreaker Jacket;2;Monica Teodorski;Bigender,77;100 Stokes ParkwayApt. 307, South Nathan 2603, South Australia, Australia
464;2021-6-29;Windbreaker;Jacket;XS;orange;109;A orange coloured, XS sized, Windbreaker Jacket;3;Monica Teodorski;Bigender,77;100 Stokes ParkwayApt. 307, South Nathan 2603, South Australia, Australia
464;2021-6-29;Oxford Cloth;Shirt;L;green;114;A green coloured, L sized, Oxford Cloth Shirt;3;Monica Teodorski;Bigender,77;100 Stokes ParkwayApt. 307, South Nathan 2603, South Australia, Australia
464;2021-6-29;Polo;Shirt;L;green;117;A green coloured, L sized, Polo Shirt;2;Monica Teodorski;Bigender,77;100 Stokes ParkwayApt. 307, South Nathan 2603, South Australia, Australia
464;2021-6-29;Camp Collared;Shirt;XS;violet;112;A violet coloured, XS sized, Camp Collared Shirt;3;Monica Teodorski;Bigender,77;100 Stokes ParkwayApt. 307, South Nathan 2603, South Australia, Australia
464;2021-6-29;Parka;Jacket;S;indigo;119;A indigo coloured, S sized, Parka Jacket;3;Monica Teodorski;Bigender,77;100 Stokes ParkwayApt. 307, South Nathan 2603, South Australia, Australia
465;2021-5-21;Cropped;Trousers;L;violet;99;A violet coloured, L sized, Cropped Trousers;3;Winslow Ewbanck;Bigender,76;92 Hills Station StApt. 683, Masonfurt 793, Queensland, Australia
465;2021-5-21;Tracksuit Bottoms;Trousers;XL;violet;91;A violet coloured, XL sized, Tracksuit Bottoms Trousers;2;Winslow Ewbanck;Bigender,76;92 Hills Station StApt. 683, Masonfurt 793, Queensland, Australia
465;2021-5-21;Shearling;Jacket;S;orange;95;A orange coloured, S sized, Shearling Jacket;1;Winslow Ewbanck;Bigender,76;92 Hills Station StApt. 683, Masonfurt 793, Queensland, Australia
465;2021-5-21;Casual Slim Fit;Shirt;L;blue;113;A blue coloured, L sized, Casual Slim Fit Shirt;1;Winslow Ewbanck;Bigender,76;92 Hills Station StApt. 683, Masonfurt 793, Queensland, Australia
465;2021-5-21;Wool;Trousers;XS;violet;111;A violet coloured, XS sized, Wool Trousers;2;Winslow Ewbanck;Bigender,76;92 Hills Station StApt. 683, Masonfurt 793, Queensland, Australia
466;2021-6-10;High-Waisted;Trousers;L;violet;98;A violet coloured, L sized, High-Waisted Trousers;1;Frayda Simonini;Non-binary,75;774 Christiansen StreetSuite 261, West Sophie 2197, Northern Territory, Australia
466;2021-6-10;Trench Coat;Jacket;L;violet;112;A violet coloured, L sized, Trench Coat Jacket;3;Frayda Simonini;Non-binary,75;774 Christiansen StreetSuite 261, West Sophie 2197, Northern Territory, Australia
466;2021-6-10;Trench Coat;Jacket;L;green;112;A green coloured, L sized, Trench Coat Jacket;1;Frayda Simonini;Non-binary,75;774 Christiansen StreetSuite 261, West Sophie 2197, Northern Territory, Australia
466;2021-6-10;High-Waisted;Trousers;M;red;98;A red coloured, M sized, High-Waisted Trousers;1;Frayda Simonini;Non-binary,75;774 Christiansen StreetSuite 261, West Sophie 2197, Northern Territory, Australia
467;2021-2-24;Henley;Shirt;S;orange;92;A orange coloured, S sized, Henley Shirt;1;Hurleigh Sieb;Genderfluid,32;1737 Schroeder LoopSuite 349, Port Sarah 6848, Queensland, Australia
467;2021-2-24;Cargo Pants;Trousers;M;violet;106;A violet coloured, M sized, Cargo Pants Trousers;1;Hurleigh Sieb;Genderfluid,32;1737 Schroeder LoopSuite 349, Port Sarah 6848, Queensland, Australia
467;2021-2-24;Pleated;Trousers;XS;blue;90;A blue coloured, XS sized, Pleated Trousers;3;Hurleigh Sieb;Genderfluid,32;1737 Schroeder LoopSuite 349, Port Sarah 6848, Queensland, Australia
467;2021-2-24;Parka;Jacket;XL;indigo;119;A indigo coloured, XL sized, Parka Jacket;1;Hurleigh Sieb;Genderfluid,32;1737 Schroeder LoopSuite 349, Port Sarah 6848, Queensland, Australia
467;2021-2-24;Slim-Fit;Trousers;XL;violet;119;A violet coloured, XL sized, Slim-Fit Trousers;1;Hurleigh Sieb;Genderfluid,32;1737 Schroeder LoopSuite 349, Port Sarah 6848, Queensland, Australia
467;2021-2-24;Cardigan;Jacket;XS;violet;118;A violet coloured, XS sized, Cardigan Jacket;3;Hurleigh Sieb;Genderfluid,32;1737 Schroeder LoopSuite 349, Port Sarah 6848, Queensland, Australia
468;2021-4-15;Cuban Collar;Shirt;M;orange;93;A orange coloured, M sized, Cuban Collar Shirt;1;Hilda Peter;Non-binary,30;4435 O'hara TerraceSuite 232, New Sophie 5289, Tasmania, Australia
468;2021-4-15;Henley;Shirt;XS;green;92;A green coloured, XS sized, Henley Shirt;1;Hilda Peter;Non-binary,30;4435 O'hara TerraceSuite 232, New Sophie 5289, Tasmania, Australia
468;2021-4-15;Chambray;Shirt;M;violet;105;A violet coloured, M sized, Chambray Shirt;2;Hilda Peter;Non-binary,30;4435 O'hara TerraceSuite 232, New Sophie 5289, Tasmania, Australia
468;2021-4-15;Mandarin Collar;Shirt;S;green;108;A green coloured, S sized, Mandarin Collar Shirt;3;Hilda Peter;Non-binary,30;4435 O'hara TerraceSuite 232, New Sophie 5289, Tasmania, Australia
468;2021-4-15;Linen;Shirt;S;violet;116;A violet coloured, S sized, Linen Shirt;1;Hilda Peter;Non-binary,30;4435 O'hara TerraceSuite 232, New Sophie 5289, Tasmania, Australia
